Incident Type;Hazards;Hazard Paths;Origins;Date
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;12-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india, france;9-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);ireland, belgium;9-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);germany;9-10-2020
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;togo;8-10-2020
border rejection;phorate, malathion, chlorpyrifos;pesticides > phorate, pesticides > organophosphate > malathion, pesticides > organophosphate > chlorpyrifos;india;7-10-2020
border rejection;chlorpyrifos, malathion, phorate;pesticides > organophosphate > chlorpyrifos, pesticides > organophosphate > malathion, pesticides > phorate;india;7-10-2020
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;taiwan;6-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;6-10-2020
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;taiwan;6-10-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;1-10-2020
alert;unauthorised substance ethylene oxide;pesticides > unauthorised substance ethylene oxide;denmark;30-9-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);unknown origin;29-9-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;togo;28-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);germany;25-9-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;25-9-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;24-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;24-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;24-9-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-9-2020
food;missing identification code;labelling/misdescription > insufficient labelling/documentation > missing identification code;india;23-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;23-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;21-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;18-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;18-9-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;14-9-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;9-9-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-8-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-8-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;21-8-2020
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;israel;21-8-2020
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;israel;21-8-2020
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;20-8-2020
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;20-8-2020
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;20-8-2020
food;salmonella enterica ser. braenderup;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. braenderup;india;13-8-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;11-8-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;4-8-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;ethiopia;27-7-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;20-7-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-7-2020
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;14-7-2020
food;salmonella enterica ser. hvittingfoss;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. hvittingfoss;india;8-7-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;3-7-2020
alert;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-6-2020
border rejection;missing required nutrition information, incorrect labeling;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > incorrect labeling;turkey;26-6-2020
food;salmonella enterica ser. livingstone, salmonella amsterdam;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. livingstone, pathogen > pathogenic bacteria > salmonella > salmonella amsterdam;poland;25-6-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;23-6-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;23-6-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;23-6-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;23-6-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;23-6-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;10-6-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;10-6-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;10-6-2020
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;turkey;3-6-2020
border rejection;missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;turkey;3-6-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;ethiopia;18-5-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;15-5-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;sudan;6-5-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;ethiopia;23-4-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;22-4-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;22-4-2020
food;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;16-4-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;10-4-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;3-4-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;3-4-2020
food;salmonella enterica ser. jalisco;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. jalisco;sudan;2-4-2020
food;salmonella enterica ser. livingstone, salmonella enterica ser. amager;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. livingstone, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. amager;sudan;2-4-2020
food;salmonella enterica ser. livingstone, salmonella enterica ser. vleuten, salmonella enterica ser. milwaukee;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. livingstone, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. vleuten, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. milwaukee;sudan;2-4-2020
food;salmonella enterica ser. livingstone, salmonella enterica ser. gaminara;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. livingstone, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. gaminara;sudan;2-4-2020
food;salmonella enterica ser. kisarawe, salmonella enterica ser. garba, salmonella enterica ser. kingabwa;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. kisarawe, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. garba, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. kingabwa;sudan;2-4-2020
food;salmonella enterica ser. chester, salmonella enterica ser. elisabethville, salmonella enterica ser. benin;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. chester, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. elisabethville, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. benin;nigeria;2-4-2020
food;salmonella enterica ser. livingstone, salmonella enterica ser. utrecht;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. livingstone, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. utrecht;sudan;1-4-2020
food;salmonella, salmonella adelaide;pathogen > pathogenic bacteria > salmonella, pathogen > pathogenic bacteria > salmonella > salmonella adelaide;sudan;1-4-2020
food;salmonella enterica ser. gaminara, salmonella enterica ser. putten, salmonella, salmonella singapore;pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. gaminara, pathogen > pathogenic bacteria > salmonella > salmonella enterica ser. putten, pathogen > pathogenic bacteria > salmonella, pathogen > pathogenic bacteria > salmonella > salmonella singapore;sudan;1-4-2020
